"","TCF4","PTEN","MECP2","baseMean","Chr","Start","End","Strand","Length","Symbol","EntrezID","zscore","pvalue","padj"
"ENSMUSG00000037071",-0.769043074712148,10.1522560220159,2.60422605464148,4912.83726101814,"chr19",44394451,44407709,"-",4836,"Scd1",20249,2.60298852902474,0.000308072858106634,0.17764393806897
"ENSMUSG00000028289",-2.00595068854945,-4.6469423751177,6.74574258657787,2595.52900074016,"chr4",28813131,28967499,"+",9884,"Epha7",13841,2.57856863314756,0.000335057342028322,0.183984212526085
"ENSMUSG00000020396",-1.38887896336637,8.02450783014553,3.95629074093568,3313.3421726865,"chr11",4938754,4948064,"-",3994,"Nefh",380684,2.57299564116393,0.000342702945806184,0.183984212526085
"ENSMUSG00000024725",-3.76757127222836,8.61517183086928,-0.925977604422079,322.264975435567,"chr19",18579328,18631789,"-",4784,"Ostf1",20409,2.56126449435202,0.000358893636159263,0.186253834045452
"ENSMUSG00000026452",-2.42347269029112,5.36875378145482,5.40658608020609,1708.09948420004,"chr1",134646677,134762593,"+",7638,"Syt2",20980,2.54011265995097,0.000387677085675775,0.190221647552655
"ENSMUSG00000004894",-3.27529903565025,6.7310036980353,3.09212257512237,290.78581448758,"chr3",88021750,88027583,"-",2371,"Hapln2",73940,2.52079312600016,0.000407915448617069,0.190221647552655
"ENSMUSG00000031502",1.12475882382448,8.16279862682294,3.80030770292772,1494.34271408049,"chr8",11198423,11312826,"-",7464,"Col4a1",12826,2.51876082317804,0.000413312345401429,0.190221647552655
"ENSMUSG00000020099",-3.99500308424169,7.0564755680627,2.00475169156858,790.341127985066,"chr10",60762610,60831581,"-",5852,"Unc5b",107449,2.51267270121227,0.000422756914774003,0.190221647552655
"ENSMUSG00000002265",2.84403867753726,-3.042191434533,7.13269724498676,10984.4240990476,"chr7",6703892,6730431,"-",13324,"Peg3",18616,2.50549373805235,0.000433100966944044,0.190221647552655
"ENSMUSG00000013523",-4.14310864220555,4.35101173397836,4.49367473727863,3618.7477598219,"chr2",170346991,170427845,"-",3775,"Bcas1",76960,2.4995023349791,0.000439847087924439,0.190221647552655
"ENSMUSG00000030247",-3.59888440703192,7.14907623263528,2.16387518858681,110.692531673781,"chr6",142564837,142571614,"-",2548,"Kcnj8",16523,2.4848839637249,0.000467281313244916,0.19045504834718
"ENSMUSG00000020774",-3.96834270456829,5.02605448265929,3.90739326490699,421.746606816315,"chr11",73304992,73329596,"-",5954,"Aspa",11484,2.48295073018935,0.000473577692826632,0.19045504834718
"ENSMUSG00000022054",-2.82659317314502,7.65078358439753,2.37746255525254,6160.47074835412,"chr14",68082590,68124846,"-",5782,"Nefm",18040,2.47391497921054,0.000486620193388854,0.19045504834718
"ENSMUSG00000036634",-3.70524477876275,4.57596791147912,4.56269030830572,5136.47809915207,"chr7",30899176,30914873,"-",4072,"Mag",17136,2.4718102845523,0.000489318641780923,0.19045504834718
"ENSMUSG00000027215",-7.07520478587501,4.023788709197,1.64767974197075,480.561103961069,"chr2",93419111,93463140,"-",3005,"Cd82",12521,2.45309840822628,0.000518102091297545,0.194389518883791
"ENSMUSG00000036896",0.0448882407376642,11.4089812195769,-1.28076523577952,820.536406339997,"chr4",136889804,136893065,"-",1931,"C1qc",12262,2.45078158994048,0.000524398470879262,0.194389518883791
"ENSMUSG00000027489",-2.34867327328251,3.47220530996166,-6.85712837656962,988.529491922774,"chr2",154544399,154558890,"-",2548,"Necab3",56846,2.43988357701215,0.000545086575219234,0.197359369525308
"ENSMUSG00000038065",-1.43187468665554,-5.36855461165916,5.73933191557771,5999.78440139814,"chr6",54681624,54703851,"+",5695,"Mturn",68235,2.4132781708048,0.000611648302226264,0.207917238404256
"ENSMUSG00000050121",-3.65247032836174,5.23090795857613,3.64464506771441,561.834121615769,"chr19",41062474,41077113,"-",1838,"Opalin",226115,2.41101921874081,0.000618844164605337,0.207917238404256
"ENSMUSG00000027375",-5.99460633963745,4.65708559280117,1.87532097490505,6283.02922714422,"chr2",127633226,127656695,"-",2778,"Mal",17153,2.4108247580656,0.000619293906004015,0.207917238404256
"ENSMUSG00000037166",-4.51305572345966,6.17132692465721,1.79644176443975,337.592616364301,"chr7",29289308,29293801,"+",1367,"Ppp1r14a",68458,2.40193577809934,0.000640881493141454,0.207917238404256
"ENSMUSG00000043067",-2.78508340825785,4.61949569681502,5.04472754336366,2779.73944290727,"chr9",24411776,24503140,"-",6350,"Dpy19l1",244745,2.39587018156634,0.000653923993703676,0.207917238404256
"ENSMUSG00000030579",-2.20631934532992,9.46057908005709,-0.780886698489073,273.367797821639,"chr7",30413760,30417585,"+",667,"Tyrobp",22177,2.39557736402816,0.000654373735102354,0.207917238404256
"ENSMUSG00000027858",-4.11461792606895,3.94464459684306,4.36020049422957,4173.39971828859,"chr3",102734529,102801513,"+",4755,"Tspan2",70747,2.39012677204577,0.000671014166854111,0.208940391275033
"ENSMUSG00000037625",-4.80210506410093,3.75393927602773,3.74888286347301,4645.20335216607,"chr3",31149920,31164324,"+",1870,"Cldn11",18417,2.36808434445272,0.000725432876096277,0.216803404708957
"ENSMUSG00000032890",0.582962611959882,-3.00888043203435,8.69450256108207,4675.67304853433,"chr4",120854816,120896579,"+",7972,"Rims3",242662,2.36450831414919,0.000736676411063675,0.216803404708957
"ENSMUSG00000038257",0.871732553937391,-2.1142374580133,-9.29813870273834,475.427358905516,"chr8",55940460,56130070,"+",9208,"Glra3",110304,2.36407782439345,0.000738925118057066,0.216803404708957
"ENSMUSG00000006301",-5.27788397322418,5.50956977692401,1.46922532051228,761.417612633885,"chr1",74288247,74305622,"-",12659,"Tmbim1",69660,2.35879898693889,0.000751967618619287,0.216803404708957
"ENSMUSG00000026519",-3.93174775332363,5.50368307059928,2.74024642391972,613.1902965661,"chr1",180942344,180975112,"+",4492,"Tmem63a",208795,2.34321017886931,0.000794243310096698,0.220850719033277
"ENSMUSG00000026435",-5.11084042430979,6.10255701746542,0.912103910774246,36.5729184574499,"chr1",131962967,131982969,"+",3563,"Slc45a3",212980,2.33355382331787,0.000819428828423674,0.220850719033277
"ENSMUSG00000024640",-4.50317019329088,6.64507561143208,-0.96884480184374,3022.85971630451,"chr19",15904678,15947337,"-",4254,"Psat1",107272,2.33193517449879,0.000823926242410566,0.220850719033277
"ENSMUSG00000050854",-4.33075132391794,5.87520130012578,1.87440856601373,202.567568993999,"chr4",118540941,118544044,"-",2339,"Tmem125",230678,2.32486659499586,0.000850910726332366,0.220850719033277
"ENSMUSG00000022500",-3.83226356482764,5.9724191461192,2.25734020218628,496.393319891292,"chr16",10959275,11066157,"-",2642,"Litaf",56722,2.32133739195628,0.000861254778502407,0.220850719033277
"ENSMUSG00000024816",-4.94949480020081,5.61456539008237,1.49645117068068,510.497669704832,"chr19",5849702,5875274,"-",5082,"Frmd8",67457,2.32104649360567,0.00086305374409712,0.220850719033277
"ENSMUSG00000049252",0.919637205340521,-5.89620507291415,5.23748279967246,2446.63685025598,"chr2",40595246,42653624,"-",23774,"Lrp1b",94217,2.31966349279043,0.000865302451090622,0.220850719033277
"ENSMUSG00000038173",-5.95661917817146,4.12906872684871,1.93359235344926,370.500891750044,"chr8",46986887,47096762,"+",6412,"Enpp6",320981,2.31311156423096,0.000888689003822773,0.221619611580481
"ENSMUSG00000007594",-0.943347812217602,8.48219817063179,2.57954877810676,2364.25228506815,"chr8",70083457,70090862,"+",3924,"Hapln4",330790,2.31038156396167,0.000896784348999313,0.221619611580481
"ENSMUSG00000052609",-5.39365406124997,5.12069490824518,1.44396843273599,387.728211724988,"chr12",76533560,76579039,"+",4955,"Plekhg3",263406,2.30137925707771,0.000929165729705472,0.226034081965383
"ENSMUSG00000039904",-2.39425872136229,4.85467329455687,4.6733289587838,2074.59180992115,"chr6",25665878,25690729,"-",6068,"Gpr37",14763,2.29444019436457,0.000960197886215375,0.229989552161341
"ENSMUSG00000026830",-2.60047878516428,4.16115194652372,5.09730428156108,1889.65917228806,"chr2",58045113,58052864,"-",3635,"Ermn",77767,2.28225310740054,0.00100202383629411,0.236371350110045
"ENSMUSG00000017344",-4.13176907365607,5.93526348815945,-1.69877267059523,1534.08757420683,"chr11",78499091,78502324,"+",2030,"Vtn",22370,2.26433027272169,0.00107892961547107,0.2396035005899
"ENSMUSG00000026288",2.72633061557657,8.35027976720888,-0.684181217188832,323.781079479491,"chr1",87620312,87720507,"+",7602,"Inpp5d",16331,2.26336539870941,0.00108387677085675,0.2396035005899
"ENSMUSG00000044365",4.68430902948539,-5.50334967720558,-1.57019833317192,1359.88995328482,"chr3",134236484,134262161,"+",13401,"Cxxc4",319478,2.26280064235266,0.00108702496064761,0.2396035005899
"ENSMUSG00000048782",-4.59120451161915,4.9844973910349,2.16607814733616,115.567098469414,"chr7",114743694,114850383,"+",3722,"Insc",233752,2.25970662420907,0.00109871823701368,0.2396035005899
"ENSMUSG00000021614",4.91373522674927,3.50842527582866,-3.31873920038939,2214.53098895797,"chr13",89655312,89742509,"-",14462,"Vcan",13003,2.25953720134553,0.00110051720260851,0.2396035005899
"ENSMUSG00000028955",-4.06565478504527,6.42842226521707,1.22263540937694,775.599064653777,"chr4",151047300,151057963,"-",2889,"Vamp3",22319,2.25488236419673,0.00112165504834716,0.2396035005899
"ENSMUSG00000047181",4.96203717080591,-3.26982400451009,-3.48304085851493,2581.47821388357,"chr11",95009879,95026087,"+",3379,"Samd14",217125,2.25453394758746,0.00112345401394198,0.2396035005899
"ENSMUSG00000032181",2.48060642909736,4.04671834921788,-5.11246528421692,7802.95356404798,"chr9",75643264,75683996,"-",2249,"Scg3",20255,2.24007864197123,0.00119811108612544,0.245771036653921
"ENSMUSG00000053141",3.51748579317012,0.73865025566334,7.37851493960715,5063.09506472805,"chr2",161521990,162661147,"-",12611,"Ptprt",19281,2.23908962670118,0.00120260850011245,0.245771036653921
"ENSMUSG00000001119",2.77036427501209,-4.16344895786982,4.67280987660582,653.21944249853,"chr10",76708792,76726168,"-",4380,"Col6a1",12833,2.23369565888176,0.00122959298403413,0.245771036653921
"ENSMUSG00000019986",3.81071850774336,-3.97632618794332,3.79912634566793,7152.92971336537,"chr10",20952547,21080428,"+",5093,"Ahi1",52906,2.22975965653438,0.00124938160557675,0.245771036653921
"ENSMUSG00000043448",-5.50347251372001,4.85707395757074,1.2205409112029,281.7463455163,"chr11",59175568,59183213,"-",2250,"Gjc2",118454,2.22878130593043,0.00125837643355076,0.245771036653921
"ENSMUSG00000047976",-2.12485947815331,3.84118814574148,5.61389117957702,2193.65022546952,"chr6",126640397,126646384,"-",4780,"Kcna1",16485,2.22856026179461,0.00125837643355076,0.245771036653921
"ENSMUSG00000015405",1.78633756748759,9.0684625218764,0.716962191278496,47.357723285097,"chrX",164139332,164188420,"+",3762,"Ace2",70008,2.22698668924243,0.00126287384753765,0.245771036653921
"ENSMUSG00000033032",-2.51446708134473,5.20262323989246,3.78845201957365,527.831817644594,"chr18",61730261,61786702,"-",3680,"Afap1l1",106877,2.21424265587993,0.00132313919496285,0.254320421313292
"ENSMUSG00000037280",-4.53321226656535,4.69662600569288,2.25105228609157,326.847481125401,"chr15",100691813,100729376,"-",3871,"Galnt6",207839,2.2094984181333,0.00134472678210029,0.255168489697374
"ENSMUSG00000001467",-3.11294469073392,5.84994024696151,2.49937351567258,3033.83375974777,"chr5",4081145,4104746,"-",4415,"Cyp51",13121,2.2059126678577,0.00136091747245337,0.255168489697374
"ENSMUSG00000015806",-3.46920927517192,6.26601319526498,1.67488596319091,2520.46234434896,"chr5",45434021,45450236,"-",1788,"Qdpr",110391,2.19587639187928,0.00141263773330336,0.255168489697374
"ENSMUSG00000032238",0.882188144813359,-1.24279631477088,9.27723108101685,2584.35420091819,"chr9",68653786,69388246,"+",13071,"Rora",19883,2.19435740390806,0.00141983359568243,0.255168489697374
"ENSMUSG00000020326",-4.39904106534712,3.94962212097534,-3.03074210868954,2547.18583048185,"chr11",40748552,40755311,"-",3512,"Ccng1",12450,2.18996757009768,0.00144232066561722,0.255168489697374
"ENSMUSG00000034413",4.50623960308003,-4.16724550898479,-2.67339037754388,1448.39175370554,"chr17",26414829,26446349,"+",6331,"Neurl1b",240055,2.18370720612892,0.00147380256352603,0.255168489697374
"ENSMUSG00000038112",1.33955396931018,-4.02220109761947,-5.97367265156679,1493.25110087263,"chr9",39587396,39604403,"-",6082,"AW551984",244810,2.18150408155116,0.00148909377108164,0.255168489697374
"ENSMUSG00000000149",-4.80126104570063,4.88936150993477,1.64290274975864,2373.8573781613,"chr5",140758408,140830431,"-",3416,"Gna12",14673,2.1811379619789,0.00149179221947382,0.255168489697374
"ENSMUSG00000015714",-4.05578746293239,4.75752318969239,2.51257034247035,1488.78096498159,"chr3",95314791,95323599,"+",3676,"Cers2",76893,2.17966681377595,0.00149808859905554,0.255168489697374
"ENSMUSG00000067279",-1.96834471641479,7.18731252662455,2.1684676070094,1112.31524322781,"chr19",36731737,36736653,"-",2719,"Ppp1r3c",53412,2.17932884350419,0.00149988756465036,0.255168489697374
"ENSMUSG00000055409",-2.45320061810742,-3.03552242613668,5.82387352111777,1274.8020203865,"chr7",49974864,50866608,"+",7271,"Nell1",338352,2.17711022408177,0.00151293006521247,0.255168489697374
"ENSMUSG00000033579",-3.6335770987936,4.95342958726006,2.70847372919901,1189.85356283265,"chr8",111345135,111393824,"-",3008,"Fa2h",338521,2.17381621945742,0.00153811558353945,0.255168489697374
"ENSMUSG00000071862",2.26205208369976,-5.85596805788447,3.16139793424866,2554.0240635404,"chr18",35209011,35215024,"-",5665,"Lrrtm2",107065,2.17072502079482,0.00155295704969638,0.255168489697374
"ENSMUSG00000029207",1.62704280516634,4.32843822208105,5.32088351869771,1871.08873631268,"chr5",66298703,66618784,"-",10966,"Apbb2",11787,2.17013736869392,0.0015570047222847,0.255168489697374
"ENSMUSG00000002015",-4.79003360124844,3.85623233712608,-2.58043316669791,1335.8230228937,"chrX",73686178,73716175,"-",1219,"Bcap31",27061,2.1605792501415,0.00161682032831123,0.25758960415942
"ENSMUSG00000046546",-3.26716865892857,2.70184443556287,5.25551418885879,369.393582662887,"chr16",30599723,30602797,"+",3075,"Fam43a",224093,2.16016128285619,0.00161816955250726,0.25758960415942
"ENSMUSG00000048537",-3.84019561398213,4.45736290032161,2.922004789633,2754.24642923721,"chr9",44686304,44735198,"-",7179,"Phldb1",102693,2.15920596457264,0.00162536541488645,0.25758960415942
"ENSMUSG00000051000",4.30022574170869,4.1528105152401,-2.75519059085597,131.704879008356,"chr3",85660061,85817291,"-",5290,"Fam160a1",229488,2.15702426257282,0.00163795817404988,0.25758960415942
"ENSMUSG00000016664",-2.43347777273593,5.64037796203621,3.1165315853597,1351.51642874925,"chr15",83375607,83464606,"-",3885,"Pacsin2",23970,2.15359104387143,0.00166269395097818,0.258864821227793
"ENSMUSG00000029878",1.76968613926931,-2.70805163881852,-6.65854747551573,1160.55480044269,"chr12",74297474,74300468,"+",2995,"Dbpht2",386753,2.14317909631349,0.00174454688554082,0.267827411738245
"ENSMUSG00000027520",2.0629807103681,-3.31909708816124,5.73036223907972,1213.31068897038,"chr1",63273265,63314576,"+",12659,"Zdbf2",73884,2.13859008235572,0.00177512930065216,0.267827411738245
"ENSMUSG00000030889",4.06337634959987,-4.52262314976088,-2.50322031290759,142.6418032229,"chr7",120739318,120805742,"+",7205,"Vwa3a",233813,2.13412134790536,0.00180481223296602,0.267827411738245
"ENSMUSG00000074505",1.43925511338213,-2.17029991247713,7.43320361147409,4813.81698787215,"chr9",15910205,16378231,"-",18456,"Fat3",270120,2.12517989062016,0.00187092421857427,0.267827411738245
"ENSMUSG00000028184",0.10293566468796,-2.24748659044033,8.68088855775523,3132.04799063649,"chr3",148815583,148990555,"-",14198,"Adgrl2",99633,2.12297675577758,0.00188396671913649,0.267827411738245
"ENSMUSG00000037010",-3.4879388701347,7.44670994884893,-0.0785358112737231,660.83708549428,"chrX",48025146,48034853,"-",3149,"Apln",30878,2.11948837030471,0.00191095120305829,0.267827411738245
"ENSMUSG00000032911",2.42241299606567,7.30271657206714,-1.27612437620367,553.686687080836,"chr9",56865104,56899870,"+",8050,"Cspg4",121021,2.1171923087287,0.00192804137620872,0.267827411738245
"ENSMUSG00000073910",-5.07135325011846,3.71852257429386,2.20776993902345,206.036918807962,"chr4",34949074,35157484,"-",6200,"Mob3b",214944,2.1164979139906,0.00193433775579044,0.267827411738245
"ENSMUSG00000026840",1.24322961916274,7.54415615552094,-2.2070275604458,144.810882206681,"chr2",31887291,31946539,"+",6091,"Lamc3",23928,2.115875832873,0.00193928491117612,0.267827411738245
"ENSMUSG00000038642",0.395041796687143,9.88732840847696,-0.708262513589567,1108.73902938972,"chr3",95526786,95556403,"+",1358,"Ctss",13040,2.11514825291225,0.00194378232516301,0.267827411738245
"ENSMUSG00000027993",0.297965490765892,7.40796727839101,3.28266560161091,9984.5114042314,"chr3",84160439,84306877,"-",19751,"Trim2",80890,2.11475674245983,0.00194603103215651,0.267827411738245
"ENSMUSG00000056708",-3.6373760040039,-0.62570285666822,6.72065707789721,1367.38353776774,"chr1",155096361,155099636,"-",3276,"Ier5",15939,2.11382096694692,0.00195412637733305,0.267827411738245
"ENSMUSG00000022090",-5.88797586105752,4.51081843290415,0.572485905474049,282.869021057141,"chr14",70164218,70177681,"-",4486,"Pdlim2",213019,2.11142385883301,0.00196492017090177,0.267827411738245
"ENSMUSG00000026185",1.11958022353007,5.41900792939462,-4.42905611759459,6272.45260233781,"chr1",72857932,72874884,"-",6006,"Igfbp5",16011,2.11072412398679,0.00197076680908481,0.267827411738245
"ENSMUSG00000024143",-3.2279439334914,5.818503861347,1.90614354639171,909.482038727369,"chr17",86963082,87000069,"+",4151,"Rhoq",104215,2.10782718639439,0.00199460310321564,0.267827411738245
"ENSMUSG00000021594",-1.50876174806714,8.32124204639091,1.12176675364197,345.360195583406,"chr13",69573449,69611442,"-",2881,"Srd5a1",78925,2.10766922468285,0.001995502586013,0.267827411738245
"ENSMUSG00000030226",2.1343098757619,-4.07239699054297,4.72212119465105,4563.26816752842,"chr6",138362918,138581968,"-",5135,"Lmo3",109593,2.10325394097335,0.00203193163930737,0.269671278015143
"ENSMUSG00000032193",-0.383301762731693,7.85332210348248,2.66799598433074,662.318843049846,"chr9",21723576,21749916,"+",4531,"Ldlr",16835,2.09859506870755,0.0020692601753991,0.269671278015143
"ENSMUSG00000039323",-1.66790703118361,4.69957843739464,-4.4989511759828,1639.62182026692,"chr1",72824503,72852474,"+",1847,"Igfbp2",16008,2.09124670728978,0.00212592759163477,0.269671278015143
"ENSMUSG00000027506",-3.57060524118467,2.35437667274255,4.93819461252761,1312.40003470954,"chr3",8925593,9004723,"-",7487,"Tpd52",21985,2.0906192972677,0.00212907578142563,0.269671278015143
"ENSMUSG00000035835",3.29224358112061,-6.02779403383961,-1.53802835572238,2784.8546022976,"chr10",79860475,79874634,"-",4357,"Plppr3",216152,2.08963577035077,0.00213807060939963,0.269671278015143
"ENSMUSG00000004730",-0.591494397713889,9.63168542519166,-0.619262769570746,162.034050373793,"chr17",57358686,57483529,"+",3245,"Adgre1",13733,2.08662904981308,0.00216100742073311,0.269671278015143
"ENSMUSG00000050912",-4.08961500507553,5.91769135594501,0.828263083775783,493.044798755011,"chr9",7764041,7794333,"+",3109,"Tmem123",71929,2.08530631192535,0.00217135147290304,0.269671278015143
"ENSMUSG00000029838",-3.00068573350667,4.34088763036807,-3.48570876811081,10175.9151710967,"chr6",36714929,36810220,"-",3433,"Ptn",19242,2.08371141783129,0.00218574319766129,0.269671278015143
"ENSMUSG00000000290",0.98508427606827,9.1059057003879,-0.729320061355755,112.887574657148,"chr10",77530252,77565708,"+",3052,"Itgb2",16414,2.08236963768197,0.00219743647402748,0.269671278015143
"ENSMUSG00000030067",3.30954292123417,-3.43225204208519,4.06893417942938,4066.29891230816,"chr6",98925338,99522721,"-",13751,"Foxp1",108655,2.08052579356737,0.00221317742298177,0.269671278015143
"ENSMUSG00000078771",-4.11738689498847,4.10730196699757,2.57119465609373,447.764541242937,"chr11",79526560,79530609,"-",2297,"Evi2a",14017,2.07766875176773,0.00223836294130875,0.269671278015143
"ENSMUSG00000025503",-4.46633258370475,5.27349173777927,-1.05443173101328,2144.16497110115,"chr7",141392199,141402968,"+",2171,"Taldo1",21351,2.07735554587035,0.0022392624241061,0.269671278015143
"ENSMUSG00000029563",2.57197584579884,-6.13909206727515,2.08085805926642,1107.03622855992,"chr6",14901349,15441977,"+",16346,"Foxp2",114142,2.07690712173508,0.00224465932089046,0.269671278015143
"ENSMUSG00000032902",-1.83821950824205,5.05453088908238,3.86663598647065,1266.07850702177,"chr3",104638668,104658462,"+",4426,"Slc16a1",20501,2.07064487499976,0.00230177647852481,0.269671278015143
"ENSMUSG00000027610",-6.31960368309323,4.15370407278921,0.268305449586884,299.955715319195,"chr2",155563181,155592810,"-",5915,"Gss",14854,2.06722442523619,0.00233460760062965,0.269671278015143
"ENSMUSG00000020696",-4.765156659403,4.38073546666922,1.59456683586933,265.62862175923,"chr11",82802449,82871210,"-",5922,"Rffl",67338,2.06700229096569,0.00233640656622447,0.269671278015143
"ENSMUSG00000020788",-2.30637863627736,7.14382164962411,1.28533389806957,180.471180421653,"chr11",72961169,72993044,"+",5281,"Atp2a3",53313,2.06605451700337,0.0023467506183944,0.269671278015143
"ENSMUSG00000026170",-5.12401921144335,4.4537439560893,-1.12005694125293,79.7861982528465,"chr1",74713574,74737892,"+",2173,"Cyp27a1",104086,2.05879643984985,0.00242365639757136,0.269671278015143
"ENSMUSG00000032554",-3.24584978133383,4.79685810404079,2.6456514677816,489.060050193153,"chr9",103204001,103230444,"-",3320,"Trf",22041,2.05697571658007,0.00244569372610748,0.269671278015143
"ENSMUSG00000047261",2.88501611124558,-3.13476672665646,-4.66031955356473,10478.6447484539,"chr16",42248442,42340651,"-",1523,"Gap43",14432,2.05538666356204,0.00245963570946706,0.269671278015143
"ENSMUSG00000023832",-2.8023730525725,7.53563367102113,0.330170821730728,1357.05718800884,"chr17",12942890,12960747,"-",2544,"Acat2",110460,2.05309172585191,0.00248482122779403,0.269671278015143
"ENSMUSG00000064367",2.12339336656416,4.30117760756375,-4.24189422929572,106828.22629597,"chrM",11742,13565,"+",1824,"mt-Nd5",17721,2.05276218549947,0.00248796941758489,0.269671278015143
"ENSMUSG00000045095",2.4688960346345,-3.0026168492031,5.18688207467654,2860.89987993993,"chr6",93675455,94283917,"-",10579,"Magi1",14924,2.0512090661425,0.00250281088374182,0.269671278015143
